answer,erroneous_line_number,error_type,explanation,filepath,index,question,wrong_answer,error_reason,source_catalog,tier,model,correct_trace_generated,target_variable,correct_value,flawed_value,repro_seed,date_utc,time_utc
"Amelia picks 45 - 18 = <<45-18=27>>27 oranges.
The total number of oranges that they pick is 45 + 27 = <<45+27=72>>72.
George picks 15 + 5 = <<15+5=20>>20 apples.
The total number of apples that they pick is 20 + 15 = <<20+15=35>>35.
So, they pick 72 + 35 = <<72+35=107>>107 fruits altogether.
#### 107",,conceptual,"incorrect operation: Amelia picks 18 fewer oranges than George, so the calculation for Amelia's oranges should be 45 - 18 = 27, not 45 + 18. The student incorrectly used addition instead of subtraction.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json,1066,George and Amelia are picking oranges and apples at an orchard. George picks 45 oranges and 5 more apples than Amelia. Amelia picks 18 fewer oranges than George and 15 apples. How many fruits do they pick altogether?,"Amelia picks 45 + 18 = <<45+18=63>>63 oranges.
The total number of oranges that they pick is 45 + 63 = <<45+63=108>>108.
George picks 15 + 5 = <<15+5=20>>20 apples.
The total number of apples that they pick is 20 + 15 = <<20+15=35>>35.
So, they pick 108 + 35 = <<108+35=143>>143 fruits altogether.
#### 143",Missing erroneous_line_number,manual,,,,,,,,,
"Maria has 4 + 5 = <<4+5=9>>9 quarters.
The number of dollars from the quarters is 9 * $0.25 = $<<9*0.25=2.25>>2.25
The number of dollars from the dimes is 4 * $0.10 = $<<4*0.10=0.40>>0.40
The number of dollars from the nickels is 7 * $0.05 = $<<7*0.05=0.35>>0.35
The total number of dollars is $2.25 + $0.40 + $0.35 = $<<2.25+0.40+0.35=3>>3
#### 3",,conceptual,incorrect operand: The value of a quarter was incorrectly used as $0.10 instead of $0.25.,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json,1069,"Maria has 4 dimes, 4 quarters, and 7 nickels in her piggy bank. Her mom gives her 5 quarters. How much money, in dollars, does Maria have now?","Maria has 4 + 5 = <<4+5=9>>9 quarters.
The number of dollars from the quarters is 9 * $0.10 = $<<9*0.10=0.90>>0.90
The number of dollars from the dimes is 4 * $0.10 = $<<4*0.10=0.40>>0.40
The number of dollars from the nickels is 7 * $0.05 = $<<7*0.05=0.35>>0.35
The total number of dollars is $0.90 + $0.40 + $0.35 = $<<0.90+0.40+0.35=1.65>>1.65
#### 1.65",Missing erroneous_line_number,manual,,,,,,,,,
"When Carla was waiting on Monday she counted 38 ceiling tiles and on Tuesday she counted them twice, 38 ceiling tiles x 2 = <<38*2=76>>76 times she counted a ceiling tile.
She also counted 75 books in the room on Monday and counted them three times in a row on Tuesday, 75 books x 3 = <<75*3=225>>225 times she counted a book.
On Tuesday Carla counted the ceiling tiles 76 times + counted books 225 times = <<76+225=301>>301 times Carla counted something on Tuesday.
#### 301",,computational,computational error: 38 ceiling tiles x 2 = 76 times she counted a ceiling tile (the calculation of 38*2 was incorrect).,yewei/gsm8k_data/computational/gsm8k_augmented_1101_1200_computational.json,1102,"To pass the time while she is waiting somewhere Carla likes to count things around her. While she is waiting for school to start on Monday she counts the tiles on the ceiling--38. While she is waiting for everyone to finish their tests after she has handed in hers, she counts the books in the room--75. On Tuesday Carla counts all the tiles twice in a row and she counts the books three times in a row when she has to wait for a long time for the teacher to finish handing out the graded tests. If every time Carla counts something counts as once, how many times has Carla counted something on Tuesday?","When Carla was waiting on Monday she counted 38 ceiling tiles and on Tuesday she counted them twice, 38 ceiling tiles x 2 = <<38*2=70>>70 times she counted a ceiling tile.
She also counted 75 books in the room on Monday and counted them three times in a row on Tuesday, 75 books x 3 = <<75*3=225>>225 times she counted a book.
On Tuesday Carla counted the ceiling tiles 70 times + counted books 225 times = <<70+225=295>>295 times Carla counted something on Tuesday.
#### 295",Missing erroneous_line_number,manual,,,,,,,,,
"42/2 = <<42/2=21>>21 raspberries had been picked.
42/3 = <<42/3=14>>14 blackberries had been picked.
21+14 = <<21+14=35>>35 raspberries and blackberries had been picked.
42-35 = <<42-35=7>>7 blueberries had been picked.
#### 7",,computational,computational error: 42/2 = 21 raspberries (the calculation of 42/2 was incorrect).,yewei/gsm8k_data/computational/gsm8k_augmented_1101_1200_computational.json,1112,"42 raspberries, blackberries, and blueberries were picked in total. If half of all the berries had been raspberries, and a third of the berries were blackberries, how many of them were blueberries?","42/2 = <<42/2=22>>22 raspberries had been picked.
42/3 = <<42/3=14>>14 blackberries had been picked.
22+14 = <<22+14=36>>36 raspberries and blackberries had been picked.
42-36 = <<42-36=6>>6 blueberries had been picked.
#### 6",Missing erroneous_line_number,manual,,,,,,,,,
"In her hamper, Brie has 12 x 75% = <<12*75*.01=9>>9 blouses.
In her hamper, she has 6 x 50% = <<6*50*.01=3>>3 skirts.
In the hamper, she has 8 x 25% = <<8*25*.01=2>>2 slacks.
She will need to wash 9 + 3 + 2 = <<9+3+2=14>>14 pieces of clothes.
#### 14",,computational,"computational error: In her hamper, Brie has 12 x 75% = 9 blouses, not 8.",yewei/gsm8k_data/computational/gsm8k_augmented_1101_1200_computational.json,1124,"When all her clothes are washed and in her closet, Brie has 12 blouses, 6 skirts, and 8 slacks.  Today in her hamper, she has 75% of her blouses, 50% of her skirts, and 25% of her slacks.  How many pieces of clothing will she need to put in the washer?","In her hamper, Brie has 12 x 75% = <<12*75*.01=8>>8 blouses.
In her hamper, she has 6 x 50% = <<6*50*.01=3>>3 skirts.
In the hamper, she has 8 x 25% = <<8*25*.01=2>>2 slacks.
She will need to wash 8 + 3 + 2 = <<8+3+2=13>>13 pieces of clothes.
#### 13",Missing erroneous_line_number,manual,,,,,,,,,
"Angela has 6+3*20=<<6+3*20=66>>66 plates.
Angela has 1/2*66=<<1/2*66=33>>33 cutlery.
Sharon wants to buy 1/2*20=<<1/2*20=10>>10 pots.
Sharon wants to buy 3*66-20=<<3*66-20=178>>178 plates.
Sharon wants to buy 2*33= <<2*33=66>>66 cutlery.
Sharon wants to buy a total of 10+178+66=<<10+178+66=254>>254 kitchen supplies.
#### 254",,computational,"computational error: Sharon wants to buy 3*66-20. The multiplication 3*66 was incorrectly calculated as 188 instead of 198, leading to 188 - 20 = 168 plates.",yewei/gsm8k_data/computational/gsm8k_augmented_1101_1200_computational.json,1125,"Sharon wants to get kitchen supplies. She admired Angela's kitchen supplies which consist of 20 pots, 6 more than three times as many plates as the pots, and half as many cutlery as the plates. Sharon wants to buy half as many pots as Angela, 20 less than three times as many plates as Angela, and twice as much cutlery as Angela. What is the total number of kitchen supplies Sharon wants to buy?","Angela has 6+3*20=<<6+3*20=66>>66 plates.
Angela has 1/2*66=<<1/2*66=33>>33 cutlery.
Sharon wants to buy 1/2*20=<<1/2*20=10>>10 pots.
Sharon wants to buy 3*66-20=<<3*66-20=168>>168 plates.
Sharon wants to buy 2*33= <<2*33=66>>66 cutlery.
Sharon wants to buy a total of 10+168+66=<<10+168+66=244>>244 kitchen supplies.
#### 244",Missing erroneous_line_number,manual,,,,,,,,,
"Juan pays 4*7 = <<4*7=28>>28 dollars for all four tire repairs.
Juan pays 0.50*4 = <<0.50*4=2>>2 dollars in sales tax for all four tire repairs.
Juan pays a total of 28+2 = <<28+2=30>>30 dollars.
#### 30",,computational,computational error: Juan pays 4*7 = 28 dollars for all four tire repairs (the calculation of 4*7 was incorrect).,yewei/gsm8k_data/computational/gsm8k_augmented_1101_1200_computational.json,1131,"Tire repair for each tire costs $7, plus another 50 cents for sales tax. If Juan needs all 4 tires repaired, how much is the final cost?","Juan pays 4*7 = <<4*7=27>>27 dollars for all four tire repairs.
Juan pays 0.50*4 = <<0.50*4=2>>2 dollars in sales tax for all four tire repairs.
Juan pays a total of 27+2 = <<27+2=29>>29 dollars.
#### 29",Missing erroneous_line_number,manual,,,,,,,,,
"He will need 300 ounces of water because 100 x 3 = <<100*3=300>>300
He will need 6 bottles because 300 / 50 = <<300/50=6>>6
This will cost $15 because 6 x 2.5 = <<6*2.5=15>>15
He has $20 because 2 x 10 = <<2*10=20>>20
He will get $5 in change because 20 - 15 = <<20-15=5>>5
#### 5",,computational,computational error: This will cost $15 because 6 x 2.5 = <<6*2.5=15>>15. (The calculation of 6 * 2.5 was incorrect).,yewei/gsm8k_data/computational/gsm8k_augmented_1101_1200_computational.json,1133,"Marcus is having a water balloon party. He has 100 balloons. Each balloon holds 3 ounces of water. He can buy 50 ounces of water for $2.5 a bottle. If he walks into the store with 2 $10 bills, how much change will he have after he buys all the water he needs?","He will need 300 ounces of water because 100 x 3 = <<100*3=300>>300
He will need 6 bottles because 300 / 50 = <<300/50=6>>6
This will cost $12 because 6 x 2.5 = <<6*2.5=12>>12
He has $20 because 2 x 10 = <<2*10=20>>20
He will get $8 in change because 20 - 12 = <<20-12=8>>8
#### 8",Missing erroneous_line_number,manual,,,,,,,,,
"Each dog would eat 250 grams so 4 will would eat 4 x 250 grams = <<4*250=1000>>1000 grams of food per day.
1.000 grams is equal a 1 kilogram.
Emily is going on vacation for 14 days and with the 4 dogs together eating 1 kilogram of food per day, 14 days x 1 kg of food/day = <<14*1=14>>14 kg of food would be enough for two weeks.
#### 14",,computational,computational error: Each dog would eat 250 grams so 4 will would eat 4 x 250 grams = 1000 grams of food per day (the calculation of 4*250 was incorrect).,yewei/gsm8k_data/computational/gsm8k_augmented_1101_1200_computational.json,1136,"Emily loves to have pets and for that reason, she has 4 dogs in her home. Each one eats 250 grams of food per day. She has to go on vacation for 14 days. How many kilograms of food should she buy for her 4 dogs so they don't starve while she is out?","Each dog would eat 250 grams so 4 will would eat 4 x 250 grams = <<4*250=100>>100 grams of food per day.
1.000 grams is equal a 1 kilogram.
Emily is going on vacation for 14 days and with the 4 dogs together eating 0.1 kilogram of food per day, 14 days x 0.1 kg of food/day = <<14*0.1=1.4>>1.4 kg of food would be enough for two weeks.
#### 1.4",Missing erroneous_line_number,manual,,,,,,,,,
"The team has won 40 x 70/100 = <<40*70/100=28>>28 games out of 40.
There a total of 40 + 10 = <<40+10=50>>50 games to be played.
The team has to win a total of is 50 x 60/100 = <<50*60/100=30>>30 games.
So, it still needs to win 30 - 28 = <<30-28=2>>2 more games.
Hence, they can still lose 10 - 2 = <<10-2=8>>8 games.
#### 8",,computational,computational error: The team has won 40 x 70/100 = 28 games (the calculation of 40 * 0.7 was incorrect).,yewei/gsm8k_data/computational/gsm8k_augmented_1101_1200_computational.json,1140,A basketball team played 40 games and won 70% of the games. It still had 10 games to play. How many games can they lose to win 60% of their games?,"The team has won 40 x 70/100 = <<40*70/100=27>>27 games out of 40.
There a total of 40 + 10 = <<40+10=50>>50 games to be played.
The team has to win a total of is 50 x 60/100 = <<50*60/100=30>>30 games.
So, it still needs to win 30 - 27 = <<30-27=3>>3 more games.
Hence, they can still lose 10 - 3 = <<10-3=7>>7 games.
#### 7",Missing erroneous_line_number,manual,,,,,,,,,
"When Kendra bought 2 toys, she paid 2*$20 = $<<2*20=40>>40
Since the price of a hat is $10, when Kendra bought 3 hats, she paid 3*$10 = $<<3*10=30>>30
The total costs for the hats and wooden toys Kendra bought is $40+$30 = $<<40+30=70>>70
From the $100 bill, Kendra received change worth $100-$70 =$<<100-70=30>>30
#### 30",,computational,"computational error: When Kendra bought 2 toys, she paid 2*$20 = $40 (the calculation of 2*20 was incorrect).",yewei/gsm8k_data/computational/gsm8k_augmented_1101_1200_computational.json,1143,"The price of buying a wooden toy at the new Craftee And Best store is $20, and the cost of buying a hat is $10. If Kendra went to the shop with a $100 bill and bought two wooden toys and three hats, calculate the change she received.","When Kendra bought 2 toys, she paid 2*$20 = $<<2*20=30>>30
Since the price of a hat is $10, when Kendra bought 3 hats, she paid 3*$10 = $<<3*10=30>>30
The total costs for the hats and wooden toys Kendra bought is $30+$30 = $<<30+30=60>>60
From the $100 bill, Kendra received change worth $100-$60 =$<<100-60=40>>40
#### 40",Missing erroneous_line_number,manual,,,,,,,,,
"Twice the age of 6 is 6 x 2 = <<6*2=12>>12 years old.
At 12 years old, Mandy was reading books 5 x 8 = <<5*8=40>>40 pages long.
8 years later, Mandy was 12 + 8 = <<12+8=20>>20 years old.
At 20 years old, Mandy was reading books 3 x 40 = <<3*40=120>>120 pages long.
Presently, she reads books that are 120 x 4 = <<120*4=480>>480 pages long.
#### 480",,computational,"computational error: At 12 years old, Mandy was reading books 5 x 8 = 40 pages long (the calculation of 5*8 was incorrect).",yewei/gsm8k_data/computational/gsm8k_augmented_1101_1200_computational.json,1149,"Mandy started reading books with only 8 pages when she was 6 years old. By the time she was twice that age, she was reading books 5 times longer, and 8 years later, she was reading books 3 times longer than that. Presently, she reads books that are 4 times the previous length. How many pages do the books she reads now have?","Twice the age of 6 is 6 x 2 = <<6*2=12>>12 years old.
At 12 years old, Mandy was reading books 5 x 8 = <<5*8=45>>45 pages long.
8 years later, Mandy was 12 + 8 = <<12+8=20>>20 years old.
At 20 years old, Mandy was reading books 3 x 45 = <<3*45=135>>135 pages long.
Presently, she reads books that are 135 x 4 = <<135*4=540>>540 pages long.
#### 540",Missing erroneous_line_number,manual,,,,,,,,,
"The school has 15 x 20 = <<15*20=300>>300 students right now.
They have an additional 5 x 20 = <<5*20=100>>100 students after adding 5 more classes.
Therefore, Texas Integrated School will have a total of 300+100= <<300+100=400>>400 students.
#### 400",,computational,"computational error: The initial number of students was calculated incorrectly as 15 x 20 = 250, instead of 15 x 20 = 300.",yewei/gsm8k_data/computational/gsm8k_augmented_1101_1200_computational.json,1152,"Texas Integrated School has 15 classes and has 20 students per class.  They added five more classes, how many students will they have now?","The school has 15 x 20 = <<15*20=250>>250 students right now.
They have an additional 5 x 20 = <<5*20=100>>100 students after adding 5 more classes.
Therefore, Texas Integrated School will have a total of 250+100= <<250+100=350>>350 students.
#### 350",Missing erroneous_line_number,manual,,,,,,,,,
"He gets his pool cleaned 30/3=<<30/3=10>>10 times a month
Each time he gets it cleaned he tips 150*.1=$<<150*.1=15>>15
So he pays 150+15=$<<150+15=165>>165
So he pays 165*10=$<<165*10=1650>>1650 a month on cleaning
The chemicals cost 200*2=$<<200*2=400>>400
So in total, he pays 1650+400=$<<1650+400=2050>>2050
#### 2050",,computational,"computational error: The total cleaning cost per month was calculated incorrectly as 165 * 10 = 1550, instead of 165 * 10 = 1650.",yewei/gsm8k_data/computational/gsm8k_augmented_1101_1200_computational.json,1153,John gets his pool cleaned every 3 days.  It cost $150 each time and he gives the guy a 10% tip each time he comes to clean.  Then twice a month he needs to use $200 of chemicals.  How much does his pool cost a month?,"He gets his pool cleaned 30/3=<<30/3=10>>10 times a month
Each time he gets it cleaned he tips 150*.1=$<<150*.1=15>>15
So he pays 150+15=$<<150+15=165>>165
So he pays 165*10=$<<165*10=1550>>1550 a month on cleaning
The chemicals cost 200*2=$<<200*2=400>>400
So in total, he pays 1550+400=$<<1550+400=1950>>1950
#### 1950",Missing erroneous_line_number,manual,,,,,,,,,
